Estacion,Fecha inicial,Fecha final,PM10
CAM NORTE,2017 Jul 13 12:00:00 AM,,"18,69565217"
CAM NORTE,2017 Jul 10 12:00:00 AM,,"31,73913043"
CAM NORTE,2017 Jul 07 12:00:00 AM,,"19,13043478"
CAM NORTE,2017 Jul 04 12:00:00 AM,,"23,04347826"
CAM NORTE,2017 Jul 01 12:00:00 AM,,"31,73913043"
CAM NORTE,2017 Jun 29 12:00:00 AM,,30
CAM NORTE,2017 Jun 26 12:00:00 AM,,"27,39130435"
CAM NORTE,2017 Jun 23 12:00:00 AM,,"31,30434783"
CAM NORTE,2017 Jun 20 12:00:00 AM,,"26,52173913"
CAM NORTE,2017 Jun 17 12:00:00 AM,,"24,34782609"
CAM NORTE,2017 Jun 14 12:00:00 AM,,"19,13043478"
CAM NORTE,2017 Jun 11 12:00:00 AM,,"27,39130435"
CAM NORTE,2017 Jun 08 12:00:00 AM,,"36,52173913"
CAM NORTE,2017 Jun 05 12:00:00 AM,,"20,86956522"
CAM NORTE,2017 Jun 02 12:00:00 AM,,"21,30434783"
CAM NORTE,2017 May 30 12:00:00 AM,,"18,69565217"
CAM NORTE,2017 May 27 12:00:00 AM,,"20,43478261"
CAM NORTE,2017 May 24 12:00:00 AM,,"23,91304348"
CAM NORTE,2017 May 21 12:00:00 AM,,"22,60869565"
CAM NORTE,2017 May 18 12:00:00 AM,,"28,26086957"
CAM NORTE,2017 May 15 12:00:00 AM,,"30,86956522"
CAM NORTE,2017 May 12 12:00:00 AM,,"18,69565217"
CAM NORTE,2017 May 09 12:00:00 AM,,"27,39130435"
CAM NORTE,2017 May 06 12:00:00 AM,,"29,13043478"
CAM NORTE,2017 May 03 12:00:00 AM,,"25,2173913"
CAM NORTE,2017 Apr 28 12:00:00 AM,,"20,86956522"
CAM NORTE,2017 Apr 25 12:00:00 AM,,"32,17391304"
CAM NORTE,2017 Apr 22 12:00:00 AM,,"24,34782609"
CAM NORTE,2017 Apr 19 12:00:00 AM,,"28,69565217"
CAM NORTE,2017 Apr 16 12:00:00 AM,,"18,26086957"
CAM NORTE,2017 Apr 13 12:00:00 AM,,"19,13043478"
CAM NORTE,2017 Apr 10 12:00:00 AM,,"17,82608696"
CAM NORTE,2017 Apr 07 12:00:00 AM,,"24,34782609"
CAM NORTE,2017 Apr 04 12:00:00 AM,,"16,08695652"
CAM NORTE,2017 Apr 01 12:00:00 AM,,"27,39130435"
CAM NORTE,2017 Mar 29 12:00:00 AM,,"19,13043478"
CAM NORTE,2017 Mar 26 12:00:00 AM,,"15,2173913"
CAM NORTE,2017 Mar 23 12:00:00 AM,,"28,26086957"
CAM NORTE,2017 Mar 20 12:00:00 AM,,"19,56521739"
CAM NORTE,2017 Mar 17 12:00:00 AM,,"22,60869565"
CAM NORTE,2017 Mar 14 12:00:00 AM,,"13,47826087"
CAM NORTE,2017 Mar 11 12:00:00 AM,,20
CAM NORTE,2017 Mar 08 12:00:00 AM,,"14,7826087"
CAM NORTE,2017 Mar 05 12:00:00 AM,,"33,04347826"
CAM NORTE,2017 Mar 02 12:00:00 AM,,"24,7826087"
CAM NORTE,2017 Feb 28 12:00:00 AM,,"16,52173913"
CAM NORTE,2017 Feb 25 12:00:00 AM,,"18,69565217"
CAM NORTE,2017 Feb 22 12:00:00 AM,,"10,86956522"
CAM NORTE,2017 Feb 19 12:00:00 AM,,"13,04347826"
CAM NORTE,2017 Feb 16 12:00:00 AM,,"25,2173913"
CAM NORTE,2017 Feb 13 12:00:00 AM,,"15,2173913"
CAM NORTE,2017 Feb 10 12:00:00 AM,,"20,86956522"
CAM NORTE,2017 Feb 07 12:00:00 AM,,"17,39130435"
CAM NORTE,2017 Feb 04 12:00:00 AM,,"36,52173913"
CAM NORTE,2017 Feb 01 12:00:00 AM,,"26,95652174"
CAM NORTE,2017 Jan 30 12:00:00 AM,,"30,43478261"
CAM NORTE,2017 Jan 27 12:00:00 AM,,"25,65217391"
CAM NORTE,2017 Jan 24 12:00:00 AM,,"19,56521739"
CAM NORTE,2017 Jan 21 12:00:00 AM,,"16,08695652"
CAM NORTE,2017 Jan 18 12:00:00 AM,,"11,73913043"
CAM NORTE,2017 Jan 15 12:00:00 AM,,"19,13043478"
CAM NORTE,2017 Jan 12 12:00:00 AM,,"21,73913043"
CAM NORTE,2017 Jan 09 12:00:00 AM,,"18,26086957"
CAM NORTE,2017 Jan 06 12:00:00 AM,,30
CAM NORTE,2016 Dec 29 12:00:00 AM,,"24,34782609"
CAM NORTE,2016 Dec 26 12:00:00 AM,,"17,39130435"
CAM NORTE,2016 Dec 23 12:00:00 AM,,"21,73913043"
CAM NORTE,2016 Dec 20 12:00:00 AM,,"24,7826087"
CAM NORTE,2016 Dec 17 12:00:00 AM,,"27,39130435"
CAM NORTE,2016 Dec 14 12:00:00 AM,,"22,60869565"
CAM NORTE,2016 Dec 11 12:00:00 AM,,"27,82608696"
CAM NORTE,2016 Dec 08 12:00:00 AM,,"33,47826087"
CAM NORTE,2016 Dec 05 12:00:00 AM,,"26,52173913"
CAM NORTE,2016 Dec 02 12:00:00 AM,,"13,91304348"
CAM NORTE,2016 Nov 29 12:00:00 AM,,"24,34782609"
CAM NORTE,2016 Nov 26 12:00:00 AM,,"30,86956522"
CAM NORTE,2016 Nov 23 12:00:00 AM,,"21,30434783"
CAM NORTE,2016 Nov 20 12:00:00 AM,,"21,73913043"
CAM NORTE,2016 Nov 17 12:00:00 AM,,"23,04347826"
CAM NORTE,2016 Nov 14 12:00:00 AM,,"27,39130435"
CAM NORTE,2016 Nov 11 12:00:00 AM,,20
CAM NORTE,2016 Nov 08 12:00:00 AM,,"24,34782609"
CAM NORTE,2016 Nov 05 12:00:00 AM,,"22,17391304"
CAM NORTE,2016 Nov 02 12:00:00 AM,,"18,69565217"
CAM NORTE,2016 Oct 31 12:00:00 AM,,"31,73913043"
CAM NORTE,2016 Oct 28 12:00:00 AM,,"22,60869565"
CAM NORTE,2016 Oct 25 12:00:00 AM,,"32,60869565"
CAM NORTE,2016 Oct 22 12:00:00 AM,,"37,82608696"
CAM NORTE,2016 Oct 19 12:00:00 AM,,"26,52173913"
CAM NORTE,2016 Oct 16 12:00:00 AM,,"34,7826087"
CAM NORTE,2016 Oct 13 12:00:00 AM,,30
CAM NORTE,2016 Oct 10 12:00:00 AM,,"43,04347826"
CAM NORTE,2016 Oct 07 12:00:00 AM,,"39,56521739"
CAM NORTE,2016 Oct 04 12:00:00 AM,,"21,30434783"
CAM NORTE,2016 Oct 01 12:00:00 AM,,"27,39130435"
CAM NORTE,2016 Sep 24 12:00:00 AM,,"21,30434783"
CAM NORTE,2016 Sep 22 12:00:00 AM,,"20,43478261"
CAM NORTE,2016 Sep 20 12:00:00 AM,,"36,08695652"
CAM NORTE,2016 Sep 18 12:00:00 AM,,"20,86956522"
CAM NORTE,2016 Sep 16 12:00:00 AM,,"22,60869565"
CAM NORTE,2016 Sep 14 12:00:00 AM,,"24,34782609"
CAM NORTE,2016 Sep 12 12:00:00 AM,,"30,43478261"
CAM NORTE,2016 Sep 10 12:00:00 AM,,"21,30434783"
CAM NORTE,2016 Sep 08 12:00:00 AM,,"26,08695652"
CAM NORTE,2016 Sep 06 12:00:00 AM,,"32,60869565"
CAM NORTE,2016 Sep 04 12:00:00 AM,,"28,69565217"
CAM NORTE,2016 Aug 28 12:00:00 AM,,"25,2173913"
CAM NORTE,2016 Aug 26 12:00:00 AM,,"33,04347826"
CAM NORTE,2016 Aug 24 12:00:00 AM,,"26,08695652"
CAM NORTE,2016 Aug 22 12:00:00 AM,,"31,73913043"
CAM NORTE,2016 Aug 20 12:00:00 AM,,"26,08695652"
CAM NORTE,2016 Aug 18 12:00:00 AM,,"41,73913043"
CAM NORTE,2016 Aug 16 12:00:00 AM,,"26,95652174"
CAM NORTE,2016 Aug 14 12:00:00 AM,,"24,7826087"
CAM NORTE,2016 Aug 12 12:00:00 AM,,"29,2173913"
CAM NORTE,2016 Aug 10 12:00:00 AM,,"23,04347826"
CAM NORTE,2016 Aug 08 12:00:00 AM,,"31,73913043"
CAM NORTE,2016 Jul 24 12:00:00 AM,,"46,08695652"
CAM NORTE,2016 Jul 22 12:00:00 AM,,"28,26086957"
CAM NORTE,2016 Jul 20 12:00:00 AM,,"44,7826087"
CAM NORTE,2016 Jul 18 12:00:00 AM,,"45,65217391"
CAM NORTE,2016 Jul 16 12:00:00 AM,,"37,82608696"
CAM NORTE,2016 Jul 14 12:00:00 AM,,"39,56521739"
CAM NORTE,2016 Jul 12 12:00:00 AM,,"27,39130435"
CAM NORTE,2016 Jul 10 12:00:00 AM,,"26,08695652"
CAM NORTE,2016 Jul 08 12:00:00 AM,,"43,47826087"
CAM NORTE,2016 Jul 06 12:00:00 AM,,"22,60869565"
CAM NORTE,2016 Jul 04 12:00:00 AM,,"37,82608696"
CAM NORTE,2016 Jun 26 12:00:00 AM,,"39,56521739"
CAM NORTE,2016 Jun 24 12:00:00 AM,,"37,82608696"
CAM NORTE,2016 Jun 22 12:00:00 AM,,"41,30434783"
CAM NORTE,2016 Jun 20 12:00:00 AM,,40
CAM NORTE,2016 Jun 18 12:00:00 AM,,"45,2173913"
CAM NORTE,2016 Jun 16 12:00:00 AM,,"43,04347826"
CAM NORTE,2016 Jun 14 12:00:00 AM,,"26,08695652"
CAM NORTE,2016 Jun 12 12:00:00 AM,,"37,39130435"
CAM NORTE,2016 Jun 10 12:00:00 AM,,"24,34782609"
CAM NORTE,2016 Jun 08 12:00:00 AM,,"19,56521739"
CAM NORTE,2016 Jun 06 12:00:00 AM,,"29,56521739"
CAM NORTE,2016 May 22 12:00:00 AM,,"25,65217391"
CAM NORTE,2016 May 20 12:00:00 AM,,"28,69565217"
CAM NORTE,2016 May 18 12:00:00 AM,,"29,56521739"
CAM NORTE,2016 May 16 12:00:00 AM,,"33,91304348"
CAM NORTE,2016 May 14 12:00:00 AM,,"45,2173913"
CAM NORTE,2016 May 12 12:00:00 AM,,"33,04347826"
CAM NORTE,2016 May 10 12:00:00 AM,,"20,86956522"
CAM NORTE,2016 May 08 12:00:00 AM,,30
CAM NORTE,2016 May 06 12:00:00 AM,,"26,95652174"
CAM NORTE,2016 May 04 12:00:00 AM,,"39,13043478"
CAM NORTE,2016 May 02 12:00:00 AM,,"26,08695652"
CAM NORTE,2016 Apr 24 12:00:00 AM,,"33,04347826"
CAM NORTE,2016 Apr 22 12:00:00 AM,,"46,52173913"
CAM NORTE,2016 Apr 20 12:00:00 AM,,"44,34782609"
CAM NORTE,2016 Apr 18 12:00:00 AM,,"31,73913043"
CAM NORTE,2016 Apr 16 12:00:00 AM,,"29,13043478"
CAM NORTE,2016 Apr 14 12:00:00 AM,,"17,82608696"
CAM NORTE,2016 Apr 12 12:00:00 AM,,"21,73913043"
CAM NORTE,2016 Apr 10 12:00:00 AM,,"38,26086957"
CAM NORTE,2016 Apr 08 12:00:00 AM,,"33,91304348"
CAM NORTE,2016 Apr 06 12:00:00 AM,,"40,43478261"
CAM NORTE,2016 Apr 04 12:00:00 AM,,"25,65217391"
CAM NORTE,2016 Mar 27 12:00:00 AM,,"26,08695652"
CAM NORTE,2016 Mar 25 12:00:00 AM,,"38,69565217"
CAM NORTE,2016 Mar 23 12:00:00 AM,,"33,04347826"
CAM NORTE,2016 Mar 21 12:00:00 AM,,"30,86956522"
CAM NORTE,2016 Mar 19 12:00:00 AM,,"40,86956522"
CAM NORTE,2016 Mar 17 12:00:00 AM,,40
CAM NORTE,2016 Mar 15 12:00:00 AM,,"38,26086957"
CAM NORTE,2016 Mar 13 12:00:00 AM,,"43,04347826"
CAM NORTE,2016 Mar 11 12:00:00 AM,,"28,26086957"
CAM NORTE,2016 Mar 09 12:00:00 AM,,"34,34782609"
CAM NORTE,2016 Mar 07 12:00:00 AM,,"27,39130435"
CAM NORTE,2016 Feb 28 12:00:00 AM,,"28,69565217"
CAM NORTE,2016 Feb 26 12:00:00 AM,,"47,39130435"
CAM NORTE,2016 Feb 24 12:00:00 AM,,"32,17391304"
CAM NORTE,2016 Feb 22 12:00:00 AM,,"26,95652174"
CAM NORTE,2016 Feb 20 12:00:00 AM,,"33,04347826"
CAM NORTE,2016 Feb 18 12:00:00 AM,,"20,43478261"
CAM NORTE,2016 Feb 16 12:00:00 AM,,"30,86956522"
CAM NORTE,2016 Feb 14 12:00:00 AM,,"27,82608696"
CAM NORTE,2016 Feb 12 12:00:00 AM,,"21,73913043"
CAM NORTE,2016 Feb 10 12:00:00 AM,,"20,43478261"
CAM NORTE,2016 Feb 08 12:00:00 AM,,"24,7826087"
CAM NORTE,2016 Jan 25 12:00:00 AM,,"35,2173913"
CAM NORTE,2016 Jan 23 12:00:00 AM,,"37,39130435"
CAM NORTE,2016 Jan 21 12:00:00 AM,,"25,2173913"
CAM NORTE,2016 Jan 19 12:00:00 AM,,"27,39130435"
CAM NORTE,2016 Jan 17 12:00:00 AM,,"23,47826087"
CAM NORTE,2016 Jan 15 12:00:00 AM,,"17,39130435"
CAM NORTE,2016 Jan 13 12:00:00 AM,,"47,39130435"
CAM NORTE,2016 Jan 11 12:00:00 AM,,"18,26086957"
CAM NORTE,2016 Jan 09 12:00:00 AM,,"14,7826087"
CAM NORTE,2016 Jan 07 12:00:00 AM,,"48,26086957"
CAM NORTE,2016 Jan 05 12:00:00 AM,,"43,47826087"
CAM NORTE,2015 Dec 30 12:00:00 AM,,"39,56521739"
CAM NORTE,2015 Dec 28 12:00:00 AM,,"33,04347826"
CAM NORTE,2015 Dec 26 12:00:00 AM,,"25,2173913"
CAM NORTE,2015 Dec 24 12:00:00 AM,,"21,73913043"
CAM NORTE,2015 Dec 22 12:00:00 AM,,"32,17391304"
CAM NORTE,2015 Dec 20 12:00:00 AM,,"19,56521739"
CAM NORTE,2015 Dec 18 12:00:00 AM,,"35,2173913"
CAM NORTE,2015 Dec 16 12:00:00 AM,,"26,95652174"
CAM NORTE,2015 Dec 14 12:00:00 AM,,"27,39130435"
CAM NORTE,2015 Dec 12 12:00:00 AM,,"19,56521739"
CAM NORTE,2015 Dec 10 12:00:00 AM,,"23,47826087"
CAM NORTE,2015 Nov 27 12:00:00 AM,,"23,04347826"
CAM NORTE,2015 Nov 25 12:00:00 AM,,"26,95652174"
CAM NORTE,2015 Nov 23 12:00:00 AM,,"21,30434783"
CAM NORTE,2015 Nov 21 12:00:00 AM,,"17,39130435"
CAM NORTE,2015 Nov 19 12:00:00 AM,,"21,30434783"
CAM NORTE,2015 Nov 17 12:00:00 AM,,"25,2173913"
CAM NORTE,2015 Nov 15 12:00:00 AM,,"24,7826087"
CAM NORTE,2015 Nov 13 12:00:00 AM,,"49,13043478"
CAM NORTE,2015 Nov 11 12:00:00 AM,,"31,30434783"
CAM NORTE,2015 Nov 09 12:00:00 AM,,"21,30434783"
CAM NORTE,2015 Nov 07 12:00:00 AM,,"13,47826087"
CAM NORTE,2015 Oct 29 12:00:00 AM,,30
CAM NORTE,2015 Oct 27 12:00:00 AM,,10
CAM NORTE,2015 Oct 25 12:00:00 AM,,"20,86956522"
CAM NORTE,2015 Oct 23 12:00:00 AM,,"28,69565217"
CAM NORTE,2015 Oct 21 12:00:00 AM,,"40,43478261"
CAM NORTE,2015 Oct 19 12:00:00 AM,,"32,17391304"
CAM NORTE,2015 Oct 17 12:00:00 AM,,"21,73913043"
CAM NORTE,2015 Oct 15 12:00:00 AM,,"12,17391304"
CAM NORTE,2015 Oct 13 12:00:00 AM,,"22,60869565"
CAM NORTE,2015 Oct 11 12:00:00 AM,,"23,04347826"
CAM NORTE,2015 Oct 09 12:00:00 AM,,"45,2173913"
CAM NORTE,2015 Sep 25 12:00:00 AM,,"60,86956522"
CAM NORTE,2015 Sep 23 12:00:00 AM,,"47,82608696"
CAM NORTE,2015 Sep 21 12:00:00 AM,,"26,08695652"
CAM NORTE,2015 Sep 19 12:00:00 AM,,"21,30434783"
CAM NORTE,2015 Sep 17 12:00:00 AM,,"36,08695652"
CAM NORTE,2015 Sep 15 12:00:00 AM,,"35,65217391"
CAM NORTE,2015 Sep 13 12:00:00 AM,,"6,52173913"
CAM NORTE,2015 Sep 11 12:00:00 AM,,"23,04347826"
CAM NORTE,2015 Sep 09 12:00:00 AM,,"31,73913043"
CAM NORTE,2015 Sep 07 12:00:00 AM,,"19,56521739"
CAM NORTE,2015 Sep 05 12:00:00 AM,,"46,95652174"
CAM NORTE,2015 Aug 27 12:00:00 AM,,"45,65217391"
CAM NORTE,2015 Aug 25 12:00:00 AM,,"24,7826087"
CAM NORTE,2015 Aug 23 12:00:00 AM,,"21,30434783"
CAM NORTE,2015 Aug 21 12:00:00 AM,,"31,30434783"
CAM NORTE,2015 Aug 19 12:00:00 AM,,"20,86956522"
CAM NORTE,2015 Aug 17 12:00:00 AM,,"12,60869565"
CAM NORTE,2015 Aug 15 12:00:00 AM,,"11,73913043"
CAM NORTE,2015 Aug 13 12:00:00 AM,,"31,30434783"
CAM NORTE,2015 Aug 11 12:00:00 AM,,"60,43478261"
CAM NORTE,2015 Aug 09 12:00:00 AM,,"43,91304348"
CAM NORTE,2015 Aug 07 12:00:00 AM,,"17,82608696"
CAM NORTE,2015 Jul 27 12:00:00 AM,,"34,16666667"
CAM NORTE,2015 Jul 25 12:00:00 AM,,"24,16666667"
CAM NORTE,2015 Jul 23 12:00:00 AM,,"13,75"
CAM NORTE,2015 Jul 21 12:00:00 AM,,15
CAM NORTE,2015 Jul 19 12:00:00 AM,,"13,33333333"
CAM NORTE,2015 Jul 17 12:00:00 AM,,"18,33333333"
CAM NORTE,2015 Jul 15 12:00:00 AM,,10
CAM NORTE,2015 Jul 13 12:00:00 AM,,"15,83333333"
CAM NORTE,2015 Jul 11 12:00:00 AM,,"15,41666667"
CAM NORTE,2015 Jul 09 12:00:00 AM,,"12,08333333"
CAM NORTE,2015 Jul 07 12:00:00 AM,,"14,16666667"
CAM NORTE,2015 Jun 28 12:00:00 AM,,"25,2173913"
CAM NORTE,2015 Jun 26 12:00:00 AM,,30
CAM NORTE,2015 Jun 24 12:00:00 AM,,"28,26086957"
CAM NORTE,2015 Jun 22 12:00:00 AM,,"33,91304348"
CAM NORTE,2015 Jun 20 12:00:00 AM,,"27,39130435"
CAM NORTE,2015 Jun 18 12:00:00 AM,,"39,56521739"
CAM NORTE,2015 Jun 16 12:00:00 AM,,30
CAM NORTE,2015 Jun 14 12:00:00 AM,,"33,47826087"
CAM NORTE,2015 Jun 12 12:00:00 AM,,"44,34782609"
CAM NORTE,2015 Jun 10 12:00:00 AM,,"23,47826087"
CAM NORTE,2015 Jun 08 12:00:00 AM,,"20,43478261"
CAM NORTE,2015 May 24 12:00:00 AM,,"34,34782609"
CAM NORTE,2015 May 22 12:00:00 AM,,"28,69565217"
CAM NORTE,2015 May 20 12:00:00 AM,,"35,65217391"
CAM NORTE,2015 May 18 12:00:00 AM,,"33,47826087"
CAM NORTE,2015 May 16 12:00:00 AM,,"28,26086957"
CAM NORTE,2015 May 14 12:00:00 AM,,"22,17391304"
CAM NORTE,2015 May 12 12:00:00 AM,,"20,43478261"
CAM NORTE,2015 May 10 12:00:00 AM,,"41,30434783"
CAM NORTE,2015 May 08 12:00:00 AM,,"26,52173913"
CAM NORTE,2015 May 06 12:00:00 AM,,"33,47826087"
CAM NORTE,2015 May 04 12:00:00 AM,,"36,52173913"
CAM NORTE,2015 Apr 26 12:00:00 AM,,"36,08695652"
CAM NORTE,2015 Apr 24 12:00:00 AM,,"39,56521739"
CAM NORTE,2015 Apr 22 12:00:00 AM,,"33,04347826"
CAM NORTE,2015 Apr 20 12:00:00 AM,,"28,26086957"
CAM NORTE,2015 Apr 18 12:00:00 AM,,"35,65217391"
CAM NORTE,2015 Apr 16 12:00:00 AM,,"26,08695652"
CAM NORTE,2015 Apr 14 12:00:00 AM,,"34,34782609"
CAM NORTE,2015 Apr 12 12:00:00 AM,,30
CAM NORTE,2015 Apr 10 12:00:00 AM,,"34,34782609"
CAM NORTE,2015 Apr 08 12:00:00 AM,,"21,73913043"
CAM NORTE,2015 Apr 06 12:00:00 AM,,"21,30434783"
CAM NORTE,2015 Mar 22 12:00:00 AM,,"26,08695652"
CAM NORTE,2015 Mar 20 12:00:00 AM,,"37,39130435"
CAM NORTE,2015 Mar 18 12:00:00 AM,,"30,86956522"
CAM NORTE,2015 Mar 16 12:00:00 AM,,"26,08695652"
CAM NORTE,2015 Mar 14 12:00:00 AM,,20
CAM NORTE,2015 Mar 12 12:00:00 AM,,"29,13043478"
CAM NORTE,2015 Mar 10 12:00:00 AM,,"30,86956522"
CAM NORTE,2015 Mar 08 12:00:00 AM,,"17,39130435"
CAM NORTE,2015 Mar 06 12:00:00 AM,,"32,60869565"
CAM NORTE,2015 Mar 04 12:00:00 AM,,"29,13043478"
CAM NORTE,2015 Mar 02 12:00:00 AM,,"34,7826087"
CAM NORTE,2015 Feb 25 12:00:00 AM,,"53,04347826"
CAM NORTE,2015 Feb 23 12:00:00 AM,,"41,73913043"
CAM NORTE,2015 Feb 21 12:00:00 AM,,"40,86956522"
CAM NORTE,2015 Feb 19 12:00:00 AM,,"41,30434783"
CAM NORTE,2015 Feb 17 12:00:00 AM,,"35,65217391"
CAM NORTE,2015 Feb 15 12:00:00 AM,,"36,08695652"
CAM NORTE,2015 Feb 13 12:00:00 AM,,"26,95652174"
CAM NORTE,2015 Feb 11 12:00:00 AM,,"12,17391304"
CAM NORTE,2015 Feb 09 12:00:00 AM,,"38,26086957"
CAM NORTE,2015 Feb 07 12:00:00 AM,,"36,52173913"
CAM NORTE,2015 Feb 05 12:00:00 AM,,"39,13043478"
CAM NORTE,2015 Jan 25 12:00:00 AM,,"23,47826087"
CAM NORTE,2015 Jan 23 12:00:00 AM,,"19,56521739"
CAM NORTE,2015 Jan 21 12:00:00 AM,,"18,26086957"
CAM NORTE,2015 Jan 19 12:00:00 AM,,"33,04347826"
CAM NORTE,2015 Jan 17 12:00:00 AM,,"51,30434783"
CAM NORTE,2015 Jan 15 12:00:00 AM,,"45,2173913"
CAM NORTE,2015 Jan 13 12:00:00 AM,,"26,95652174"
CAM NORTE,2015 Jan 11 12:00:00 AM,,"24,7826087"
CAM NORTE,2015 Jan 09 12:00:00 AM,,"30,43478261"
CAM NORTE,2015 Jan 07 12:00:00 AM,,"21,73913043"
CAM NORTE,2015 Jan 05 12:00:00 AM,,"22,60869565"
CAM NORTE,2014 Dec 30 12:00:00 AM,,"36,52173913"
CAM NORTE,2014 Dec 26 12:00:00 AM,,"27,39130435"
CAM NORTE,2014 Dec 24 12:00:00 AM,,"43,04347826"
CAM NORTE,2014 Dec 22 12:00:00 AM,,"4,34782609"
CAM NORTE,2014 Dec 20 12:00:00 AM,,"33,47826087"
CAM NORTE,2014 Dec 18 12:00:00 AM,,"21,30434783"
CAM NORTE,2014 Dec 16 12:00:00 AM,,"33,91304348"
CAM NORTE,2014 Dec 14 12:00:00 AM,,"11,30434783"
CAM NORTE,2014 Dec 12 12:00:00 AM,,"17,39130435"
CAM NORTE,2014 Dec 10 12:00:00 AM,,"20,86956522"
CAM NORTE,2014 Nov 25 12:00:00 AM,,"38,69565217"
CAM NORTE,2014 Nov 23 12:00:00 AM,,"33,04347826"
CAM NORTE,2014 Nov 21 12:00:00 AM,,"31,73913043"
CAM NORTE,2014 Nov 19 12:00:00 AM,,"33,04347826"
CAM NORTE,2014 Nov 17 12:00:00 AM,,"28,69565217"
CAM NORTE,2014 Nov 15 12:00:00 AM,,"23,91304348"
CAM NORTE,2014 Nov 13 12:00:00 AM,,"34,7826087"
CAM NORTE,2014 Nov 11 12:00:00 AM,,"29,56521739"
CAM NORTE,2014 Nov 09 12:00:00 AM,,"36,95652174"
CAM NORTE,2014 Nov 07 12:00:00 AM,,"20,86956522"
CAM NORTE,2014 Nov 05 12:00:00 AM,,"30,86956522"
CAM NORTE,2014 Nov 03 12:00:00 AM,,"28,26086957"
CAM NORTE,2014 Nov 01 12:00:00 AM,,"31,73913043"
CAM NORTE,2014 Oct 28 12:00:00 AM,,"33,47826087"
CAM NORTE,2014 Oct 25 12:00:00 AM,,"28,69565217"
CAM NORTE,2014 Oct 22 12:00:00 AM,,20
CAM NORTE,2014 Oct 19 12:00:00 AM,,"36,95652174"
CAM NORTE,2014 Oct 16 12:00:00 AM,,"23,04347826"
CAM NORTE,2014 Oct 13 12:00:00 AM,,"33,04347826"
CAM NORTE,2014 Oct 10 12:00:00 AM,,"34,34782609"
CAM NORTE,2014 Oct 07 12:00:00 AM,,"24,7826087"
CAM NORTE,2014 Oct 04 12:00:00 AM,,"29,13043478"
CAM NORTE,2014 Oct 01 12:00:00 AM,,"33,04347826"
CAM NORTE,2014 Sep 29 12:00:00 AM,,"19,56521739"
CAM NORTE,2014 Sep 26 12:00:00 AM,,"17,39130435"
CAM NORTE,2014 Sep 23 12:00:00 AM,,"10,43478261"
CAM NORTE,2014 Sep 20 12:00:00 AM,,"8,69565217"
CAM NORTE,2014 Sep 17 12:00:00 AM,,"14,7826087"
CAM NORTE,2014 Sep 14 12:00:00 AM,,"17,39130435"
CAM NORTE,2014 Sep 11 12:00:00 AM,,"12,60869565"
CAM NORTE,2014 Sep 08 12:00:00 AM,,"13,47826087"
CAM NORTE,2014 Sep 05 12:00:00 AM,,"5,2173913"
CAM NORTE,2014 Sep 02 12:00:00 AM,,"6,95652174"
CAM NORTE,2014 Aug 30 12:00:00 AM,,"21,30434783"
CAM NORTE,2014 Aug 27 12:00:00 AM,,20
CAM NORTE,2014 Aug 24 12:00:00 AM,,"27,82608696"
CAM NORTE,2014 Aug 21 12:00:00 AM,,"16,08695652"
CAM NORTE,2014 Aug 18 12:00:00 AM,,"31,30434783"
CAM NORTE,2014 Aug 15 12:00:00 AM,,"24,34782609"
CAM NORTE,2014 Aug 12 12:00:00 AM,,"29,13043478"
CAM NORTE,2014 Aug 09 12:00:00 AM,,"18,69565217"
CAM NORTE,2014 Aug 06 12:00:00 AM,,"23,04347826"
CAM NORTE,2014 Aug 03 12:00:00 AM,,"21,30434783"
CAM NORTE,2014 Jul 31 12:00:00 AM,,"17,39130435"
CAM NORTE,2014 Jul 28 12:00:00 AM,,"32,60869565"
CAM NORTE,2014 Jul 25 12:00:00 AM,,"19,56521739"
CAM NORTE,2014 Jul 22 12:00:00 AM,,"22,75362319"
CAM NORTE,2014 Jul 19 12:00:00 AM,,"29,56521739"
CAM NORTE,2014 Jul 16 12:00:00 AM,,"15,65217391"
CAM NORTE,2014 Jul 13 12:00:00 AM,,"19,13043478"
CAM NORTE,2014 Jul 10 12:00:00 AM,,20
CAM NORTE,2014 Jun 21 12:00:00 AM,,"14,73214286"
CAM NORTE,2014 Jun 20 12:00:00 AM,,"18,75"
CAM NORTE,2014 Jun 19 12:00:00 AM,,"19,64285714"
CAM NORTE,2014 Jun 18 12:00:00 AM,,"18,30357143"
CAM NORTE,2014 Jun 17 12:00:00 AM,,"15,625"
CAM NORTE,2014 Jun 16 12:00:00 AM,,"17,41071429"
CAM NORTE,2014 Jun 15 12:00:00 AM,,"19,64285714"
CAM NORTE,2014 Jun 14 12:00:00 AM,,"19,64285714"
CAM NORTE,2014 Jun 13 12:00:00 AM,,"12,5"
CAM NORTE,2014 Jun 12 12:00:00 AM,,"15,625"
CAM NORTE,2014 Jun 11 12:00:00 AM,,25
CAM NORTE,2014 Jun 10 12:00:00 AM,,"21,875"
CAM NORTE,2014 Jun 09 12:00:00 AM,,"27,23214286"
CAM NORTE,2014 May 23 12:00:00 AM,,"16,59192825"
CAM NORTE,2014 May 22 12:00:00 AM,,"18,38565022"
CAM NORTE,2014 May 21 12:00:00 AM,,"24,21524664"
CAM NORTE,2014 May 20 12:00:00 AM,,"31,83856502"
CAM NORTE,2014 May 19 12:00:00 AM,,"29,14798206"
